99743,51523,24114
7411,17614,94901
5840,46349,46166
78394,11675,39701
88595,4713,88774
40439,16863,22698
87356,17457,32466
91426,35542,70717
7095,87701,64530
31087,63568,34069
35810,32758,30104
9150,57325,13510
63081,50508,16105
13509,6405,59215
73820,14559,25776
58561,52735,85917
16839,96616,80974
9752,1236,17042
70591,84439,13666
22457,92416,90308
83857,8133,87752
64775,24133,36852
9965,76784,99331
9954,28266,60643
60085,46708,33671
57527,31348,84601
72649,1762,82983
59247,659,4130
22306,56095,19736
38678,30026,54683
50525,39329,87125
99115,59078,64440
72673,65533,12631
50314,50399,28466
61843,6761,93426
97858,88122,67695
2839,57820,23866
37151,80685,98738
84004,3145,9021
73245,86091,53260
10745,20768,74230
31388,66948,35379
24131,35721,13448
37687,8669,29742
43703,59331,20655
98410,69294,42044
92886,17985,93775
68215,8571,34566
47729,28303,9242
34533,3647,60321
88587,27159,9866
39708,21614,49771
27475,63549,25969
73557,9381,69339
21832,56448,64900
10568,68755,25433
23978,48096,23915
82093,95213,52765
84125,20546,79395
72307,49464,70093
21701,91494,12603
79112,26348,99294
79272,77786,46704
88703,63755,38621
60066,75224,53180
89096,30048,53637
85070,19301,91083
13471,74453,77617
11149,92742,85902
46607,14824,66218
83867,31334,48857
29601,61140,84484
35946,75007,32481
60669,63207,84981
20462,66356,71466
43495,54521,61953
33628,60934,84034
38493,84406,25043
83730,86348,69415
82432,60182,47567
44319,82115,3902
70005,63510,80023
5962,22396,10934
5035,85302,24581
3035,84720,88258
62621,14020,73792
79087,57740,73454
69837,75334,33816
21957,68319,66280
61917,59119,20517
73572,49049,77481
86258,5294,19175
7776,58952,56295
35293,51060,90639
91501,41007,22852
77003,85466,48327
19794,73304,99084
15431,54375,2309
29355,91130,81045
63441,37850,45086
92371,76321,3577
2301,30567,83204
96811,29542,44178
48479,40311,52173
51209,40564,28008
29141,49799,94323
78275,31087,34415
94352,56948,94843
86474,55741,95221
12384,60166,81373
87256,53505,41542
15966,66392,90974
54061,90564,66997
70132,15448,81211
94598,28170,69187
63869,43592,93584
18744,17572,50069
