39649,7052,27228,57876,29155
39649,7052,27228,57876,29155
14120,38861,73738,99819,20446
14120,38861,73738,99819,20446
82939,81756,95032,66467,45541
67925,98644,15953,67550,15179
67925,98644,15953,67550,15179
77447,43861,6433,71820,60565
82939,81756,95032,66467,45541
50472,2326,38888,13226,42584
50472,2326,38888,13226,42584
46536,82938,75615,13340,9101
46536,82938,75615,13340,9101
84565,42528,95032,4549,10707
82939,81756,95032,66467,45541
82939,81756,95032,66467,45541
82939,81756,95032,66467,45541
28341,16926,26890,65481,36568
28341,16926,26890,65481,36568
5348,57359,42522,65849,83735
5348,57359,42522,65849,83735
81987,42805,60835,33666,56656
28341,16926,26890,65481,36568
10867,69217,5729,96322,370
10867,69217,5729,96322,370
93704,74612,5729,55342,33299
93704,74612,5729,55342,33299
28341,16926,26890,65481,36568
71190,70841,88503,17997,51827
71190,70841,88503,17997,51827
39767,45054,85785,29915,42044
39767,45054,85785,29915,42044
48070,37625,11576,53524,18682
48070,37625,11576,53524,18682
39024,96537,16910,95994,4828
39024,96537,16910,95994,4828
47241,77274,16910,73117,75459
47241,77274,16910,73117,75459
83569,71213,99114,98517,30145
83569,71213,99114,98517,30145
66631,21041,99114,99376,52517
66631,21041,99114,99376,52517
78271,43891,23468,50537,66451
78271,43891,23468,50537,66451
68517,31567,81651,62098,47216
68517,31567,81651,62098,47216
74829,55442,70202,44321,71364
74829,55442,70202,44321,71364
77838,73936,35622,85013,89701
77838,73936,35622,85013,89701
99000,98331,35622,44532,77551
99000,98331,35622,44532,77551
67196,61804,18825,68773,39571
67196,61804,18825,68773,39571
40658,2205,25825,76998,92509
84416,24373,86387,62218,44087
18423,24155,3719,26643,56295
40548,48084,3719,90208,84684
40548,48084,3719,90208,84684
22435,9010,36303,87342,66300
5917,64234,36303,26278,71547
74194,4403,74997,84089,19050
15598,8030,28698,42222,50629
15598,8030,28698,42222,50629
59562,44809,71416,56881,71466
61995,64146,41631,96578,10893
94779,83254,74620,93008,88651
39301,43481,74620,95392,52978
39301,43481,74620,95392,52978
16660,3095,72132,59634,13666
63475,82060,72132,28871,89405
83055,85879,45024,83378,61496
41185,37383,22319,92978,31081
41185,37383,22319,92978,31081
89423,25812,86757,59461,13995
8879,55501,135,90954,88258
13516,16126,135,25315,96291
4128,83466,96046,77132,46166
4128,83466,96046,77132,46166
59124,62096,80198,40492,36739
20195,92361,53964,54863,9242
30008,22609,34532,54059,26902
39193,52596,34532,77044,14658
39193,52596,34532,77044,14658
22916,81612,93127,73262,76423
28084,42333,93127,50440,86423
44884,1616,19639,81879,77617
67299,17555,25274,71937,95570
67299,17555,25274,71937,95570
72000,89575,70032,12991,33335
53941,49221,12697,95884,12417
34087,88788,12697,11092,16375
56471,83573,82727,43616,79395
56471,83573,82727,43616,79395
31630,64921,5032,99466,82983
14947,4438,34637,89742,54458
10887,17856,2294,59356,80023
66471,11112,2294,91802,3274
66471,11112,2294,91802,3274
94928,83561,52660,5997,8211
21830,8963,52660,1522,5137
78569,71233,73208,63332,5276
85018,39716,76328,27764,6600
85018,39716,76328,27764,6600
68464,54276,20142,18112,67179
52989,63574,15275,21941,9021
58529,87316,15275,23499,48710
21555,26996,22568,86588,39701
21555,26996,22568,86588,39701
86287,61348,87358,78052,53594
50514,6673,470,82061,19736
73867,15569,12681,99204,81328
93691,5929,12681,74100,96440
93691,5929,12681,74100,96440
86107,89230,52346,88698,10813
45446,9231,52346,31529,26260
15851,54169,56341,81366,64440
20607,19418,33217,60788,91681
20607,19418,33217,60788,91681
60531,78067,13883,28512,87911
76105,29356,34552,30317,28316
69021,1833,34552,8454,38185
4036,38648,81464,65351,18796
4036,38648,81464,65351,18796
3613,84692,61300,25053,93426
86673,18600,54310,49877,78690
66585,2488,25004,71623,48960
32154,66004,25004,86476,56873
32154,66004,25004,86476,56873
49153,63503,31778,98993,45837
45119,98722,31778,15100,38886
70708,43967,52752,71228,40297
7577,52363,26169,61608,24581
7577,52363,26169,61608,24581
20676,10991,28989,82541,25433
62930,26465,17396,53947,65248
68902,46068,17396,69263,10130
4849,10667,86398,93997,97605
4849,10667,86398,93997,97605
45711,54986,73489,85178,64304
21781,73646,67637,49126,78422
24474,42514,4227,40159,71474
39684,13407,4227,4057,75049
39684,13407,4227,4057,75049
21019,38066,792,54607,81211
64407,89919,792,30417,89693
44267,75211,80686,64864,12603
65003,56423,91632,14754,65820
65003,56423,91632,14754,65820
70938,33966,73184,72342,83492
98811,44568,9764,97001,62438
89783,31582,9764,39161,83412
30354,70865,16545,98897,92632
30354,70865,16545,98897,92632
606,48191,89026,14125,98807
29023,57110,2789,61619,99084
40916,24893,56912,9038,52173
1859,62504,56912,75525,55754
1859,62504,56912,75525,55754
87243,84570,69407,57605,85223
2079,98415,69407,99602,2742
61855,80740,57628,69690,32508
3523,5675,8622,72898,27987
3523,5675,8622,72898,27987
49668,3128,86915,50807,85917
46585,56086,47950,54641,28008
53216,43948,47950,45971,68279
78743,58148,69379,42287,41625
78743,58148,69379,42287,41625
94751,14692,75635,10447,34051
17317,57386,44608,69003,32499
43214,16050,19031,67607,31946
13593,44040,19031,92182,70255
13593,44040,19031,92182,70255
88104,75734,71490,74715,53305
17265,3828,71490,96300,58853
20113,67526,904,53867,56411
74097,69915,23058,34095,37032
74097,69915,23058,34095,37032
84551,17519,6129,76029,28665
9601,99031,21959,73576,25969
41189,66692,21959,1076,56189
78046,90625,34200,41428,57693
78046,90625,34200,41428,57693
78587,36841,57357,12912,84674
96316,71757,88582,54324,60768
82187,7425,43434,23804,25903
86325,70715,43434,65222,27344
86325,70715,43434,65222,27344
52312,72201,60187,25381,61335
60338,99805,60187,9761,67010
58929,79310,64488,92628,64900
63612,61698,14706,31819,98725
63612,61698,14706,31819,98725
42786,32729,11296,82752,12631
8278,59127,10645,44495,73454
20466,37690,10645,54765,34318
21208,29418,21089,13455,46695
21208,29418,21089,13455,46695
16134,50945,25685,73001,63093
76919,53464,23584,78823,11827
13944,90464,73049,67739,53260
70807,6669,73049,53156,78671
70807,6669,73049,53156,78671
84836,3505,26271,21086,91173
67356,93300,26271,86412,43437
16007,72162,42064,21293,61953
15676,70724,60392,22068,82971
15676,70724,60392,22068,82971
49471,68157,92378,2292,96493
65886,22147,65270,74165,66964
63407,61039,65270,65983,82793
86376,44219,59000,38430,40782
86376,44219,59000,38430,40782
98679,25172,70692,39354,57787
35117,61022,43677,63949,89705
32737,32263,73253,29780,98933
50480,44438,73253,35179,51261
50480,44438,73253,35179,51261
58875,11510,79678,66670,10423
68134,86378,79678,25551,92325
30234,21768,92204,82794,77279
8308,89101,19192,55145,33816
8308,89101,19192,55145,33816
72648,22318,22487,66170,24960
9999,1946,43639,44012,10034
69333,43671,43639,85398,69287
64508,54041,26823,74876,27977
64508,54041,26823,74876,27977
32877,6163,80450,65701,19175
65845,80870,57887,51500,69969
74882,14627,37796,85946,42247
84050,11135,37796,39453,93356
84050,11135,37796,39453,93356
75272,6491,19069,83332,49704
64889,46800,19069,47752,78330
11369,65531,9708,30888,99331
8914,33911,60865,86196,5959
8914,33911,60865,86196,5959
22136,50046,2077,3281,82430
76010,61049,35296,90026,36154
49897,98303,35296,4023,37892
94185,86104,98747,81707,72685
94185,86104,98747,81707,72685
17973,99374,87707,54249,94323
3641,46128,26284,82179,75487
15990,60193,30458,4379,44178
32345,50093,30458,96115,89108
32345,50093,30458,96115,89108
41551,33434,99425,38487,6451
79004,35796,99425,59587,11862
6195,48728,45575,88497,93401
25672,45107,45606,95868,8869
25672,45107,45606,95868,8869
89530,41141,88885,94697,44223
72506,53115,29003,96840,72197
12584,65432,29003,96141,79374
2107,6884,18450,31445,45553
2107,6884,18450,31445,45553
45427,75024,36152,56453,91231
70031,82963,68825,31326,26217
26582,62345,79437,5539,46713
74553,83857,79437,24921,91463
74553,83857,79437,24921,91463
63051,12178,30800,34336,94661
271,85268,30800,75012,17033
75123,37971,57798,5098,73606
41996,78548,23621,58287,94901
41996,78548,23621,58287,94901
42391,62728,91351,17512,88774
33822,4897,30949,42050,34069
40143,30510,30949,7630,18140
7013,98680,85535,43235,58388
7013,98680,85535,43235,58388
41456,99728,35516,52664,45333
42883,45166,26015,48728,64530
25791,97752,584,44533,33296
56563,90990,584,21049,40577
56563,90990,584,21049,40577
26842,34018,65079,31698,10640
59027,4756,65079,77798,29463
12227,43305,59564,31929,2231
36557,76372,14768,8561,98825
36557,76372,14768,8561,98825
9644,4989,56013,52139,28185
38673,49185,95767,51720,99294
11586,46592,95767,32472,99067
16280,57727,71883,34347,49771
16280,57727,71883,34347,49771
50756,21799,90176,24012,17042
4007,31382,20740,1302,47963
35778,99495,90492,7232,37923
45722,6139,90492,19871,60749
45722,6139,90492,19871,60749
96977,14287,66611,50477,45300
7771,10240,66611,2813,39455
21399,35284,32050,12285,32386
17588,7757,12506,13422,73522
17588,7757,12506,13422,73522
63688,32600,19191,19478,92041
60907,63708,4424,12806,66632
47711,4880,4424,80580,82019
68256,88571,5370,15800,64598
68256,88571,5370,15800,64598
